Gene ID,Gene Name,accessory axillary lymph node,adrenal gland,aorta,bone (os femoris),cecum,cerebellum,cerebral cortex,colon,corpora quadrigemina,corpus striatum,diencephalon,epididymis,eyeball,hippocampus,intestinal mucosa,intestine,lung,medulla oblongata,olfactory brain,ovary,pancreas,pituitary gland,prostate,skin,spinal cord,spleen,stomach,submandibular gland,testis,thymus,tongue,urinary bladder,uterus,vagina,vesicular gland
ENSMUSG00000021928,Ebpl,12,20,6,6,41,12,13,31,18,11,19,7,22,15,47,29,11,19,7,13,1,40,18,10,12,6,26,7,6,11,6,49,7,11,46
ENSMUSG00000021929,Kpna3,21,7,11,15,11,10,22,6,15,18,13,5,14,22,6,7,7,13,14,11,8,12,10,12,13,14,5,8,11,18,23,12,11,10,10
ENSMUSG00000021930,Spryd7,,,0.7,,0.9,3,4,1,4,3,4,0.6,2,4,2,0.5,0.7,4,4,,,1,,1,5,,1,0.6,6,,0.8,0.6,0.7,1,
ENSMUSG00000021932,Rnaseh2b,,,,,,,0.5,,0.6,,0.6,,,0.6,,,,2,1,,,,,,2,,,,,,,,0.5,,
ENSMUSG00000021936,Mapk8,37,21,24,18,19,54,91,33,53,48,55,30,32,70,67,36,24,52,85,32,32,24,32,26,44,16,7,21,52,34,31,21,26,26,20
ENSMUSG00000021938,Pspc1,47,22,21,22,19,30,36,12,36,30,30,25,22,30,15,16,18,29,41,29,5,26,10,25,24,32,9,11,87,36,14,18,18,17,19
ENSMUSG00000021939,Ctsb,86,152,167,82,101,92,109,109,144,110,112,83,82,92,146,92,74,147,81,86,52,98,43,50,151,78,95,65,7,27,65,95,97,74,52
ENSMUSG00000021940,Ptpn20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
ENSMUSG00000021943,Gdf10,0.6,3,4,0.9,,7,,,,0.5,,0.6,0.8,,,,,,0.8,1,2,,0.8,1,,,,,,,1,2,4,2,0.8
ENSMUSG00000021944,Gata4,,,,,,,,4,,,,,,,7,2,,,,2,5,,,,,,16,,1,,,,,,
ENSMUSG00000021948,Prkcd,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,
ENSMUSG00000021950,Anxa8,,0.7,6,2,6,,,,,,,,15,,,,15,,,6,0.7,,1,272,,,5,0.6,,0.8,99,14,5,192,4
ENSMUSG00000021951,Eef1akmt1,11,8,6,3,13,17,11,6,6,17,11,10,5,14,8,8,7,10,11,7,1,9,9,7,7,5,5,7,8,10,5,9,7,8,11
ENSMUSG00000021952,Xpo4,51,25,20,29,17,21,12,9,16,10,12,19,17,15,7,18,19,15,22,27,8,25,12,14,13,27,7,16,30,27,15,18,19,14,17
ENSMUSG00000021953,Tdh,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,1,
ENSMUSG00000021957,Tkt,137,617,2380,778,1068,135,187,833,299,217,284,366,2084,185,911,600,268,354,130,552,151,63,146,180,333,584,513,483,39,359,154,260,290,432,116
ENSMUSG00000021958,Pinx1,44,16,18,10,24,16,13,14,13,16,11,14,11,16,5,23,17,12,14,20,15,10,13,18,13,19,30,7,16,18,18,25,34,29,10
ENSMUSG00000021959,Lats2,43,39,58,42,22,51,18,17,31,23,31,13,29,32,23,13,92,26,20,36,19,6,16,40,27,33,16,19,214,12,29,41,25,19,26
ENSMUSG00000021961,4930578I06Rik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,,,,,,
ENSMUSG00000021962,Dcp1a,42,22,20,13,,17,21,11,16,12,13,22,16,16,13,14,17,11,17,24,8,19,10,17,13,15,12,16,16,27,15,20,18,18,13
ENSMUSG00000021963,Sap18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0.5
ENSMUSG00000021965,Ska3,3,,,9,,,,3,,,,,,,,4,0.8,,,2,0.7,,,2,,7,0.5,0.9,4,6,0.7,0.5,0.9,2,
ENSMUSG00000021967,Mrpl57,33,50,46,61,75,37,47,55,44,34,42,72,54,43,33,64,37,39,38,37,49,38,86,47,40,67,102,75,298,40,64,42,38,48,79
ENSMUSG00000021969,Zdhhc20,51,31,17,19,26,16,20,19,34,30,28,35,21,26,25,15,30,38,17,28,11,29,26,25,48,15,36,17,6,21,17,28,27,30,25
ENSMUSG00000021972,Hmbox1,2,0.7,0.5,,,1,1,0.6,1,0.9,2,0.5,,1,,,5,2,1,1,0.7,,1,,2,0.9,0.5,,0.8,14,,0.7,0.9,0.9,1
ENSMUSG00000021973,Micu2,58,51,39,27,65,32,24,91,28,29,26,38,44,28,146,88,45,35,24,51,35,53,62,93,46,39,55,58,45,40,64,60,51,73,61
ENSMUSG00000021974,Fgf9,,4,1,2,0.9,13,3,0.8,5,2,4,1,2,3,0.8,2,,7,9,0.7,1,3,0.7,,7,,0.5,13,,,,4,2,,0.8
ENSMUSG00000021975,Ints9,2,,0.6,,0.9,0.9,0.6,,0.9,1,0.9,,,0.5,,,,1,1,0.7,,,,0.9,2,,0.5,,5,2,0.5,,1,0.8,
ENSMUSG00000021977,1700129C05Rik,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3800,,,,,,
ENSMUSG00000021978,Extl3,18,37,41,14,21,31,56,22,34,31,41,15,22,38,14,13,30,31,44,38,248,18,17,14,31,19,21,27,1,20,19,26,34,22,24
ENSMUSG00000021981,Cab39l,142,47,86,50,112,45,32,40,52,42,53,98,70,41,49,44,45,56,31,43,37,66,111,47,50,48,72,54,214,30,48,78,47,47,64
ENSMUSG00000021983,Atp8a2,,,,,,4,2,,2,1,1,,,1,,,,1,3,,,1,,,2,,,,2,,,0.6,,,
ENSMUSG00000021986,Amer2,,1,,,,13,8,,8,14,9,,4,11,,,,8,11,,,4,,,8,,,,28,,,,,,
ENSMUSG00000021987,Mtmr6,37,29,30,35,53,37,61,26,43,54,49,13,20,53,39,24,48,47,45,25,22,39,18,18,52,20,40,27,118,28,27,33,20,21,17
ENSMUSG00000021990,Spata13,4,22,3,2,18,1,2,12,2,12,3,5,15,4,6,10,8,4,5,10,7,14,13,4,6,23,8,19,2,,3,13,7,4,43
ENSMUSG00000021991,Cacna2d3,,0.7,,,,4,11,,4,17,7,2,,11,,,,8,2,2,,0.7,,,9,,,,,,0.9,1,3,0.6,
ENSMUSG00000021993,Mipep,20,33,69,16,37,38,27,20,30,23,27,15,36,37,15,23,20,28,23,29,16,22,21,26,29,17,28,33,451,15,47,22,29,25,19
ENSMUSG00000021994,Wnt5a,,1,0.6,,,,,,,,,,0.6,,,,,,0.8,1,,,,1,,,,,,,0.8,3,2,0.6,0.8
ENSMUSG00000021996,Esd,40,75,49,54,97,37,44,114,52,51,56,97,39,40,217,82,51,59,32,63,61,32,48,36,52,50,171,42,21,47,71,108,52,65,59
ENSMUSG00000021997,Lrrc63,,,,0.9,,,,,,,,3,,,,,,,,,,,,,,,,,85,,,,,,
ENSMUSG00000021998,Lcp1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,0.6,,,,,,,
ENSMUSG00000021999,Cpb2,,3,0.6,,,,,,,,,,,,0.7,,,,,,,,,,,,9,,,,,,,,
ENSMUSG00000022000,Zc3h13,4,1,2,2,2,3,2,1,2,3,2,1,2,2,1,2,1,3,2,2,3,1,2,4,2,2,1,2,0.6,2,3,2,2,2,1
ENSMUSG00000022003,Slc25a30,3,29,3,0.9,,3,1,0.8,2,0.5,2,24,1,2,4,3,2,3,1,24,4,4,30,7,4,2,2,7,13,3,3,2,6,5,27
ENSMUSG00000022008,Gpalpp1,2,1,0.7,,,2,0.9,2,1,,1,2,3,2,,1,2,1,0.6,0.6,,,1,1,0.9,0.7,1,1,2,0.6,0.9,0.8,0.9,0.6,2
ENSMUSG00000022009,Nufip1,24,18,14,12,39,26,21,21,20,18,18,23,16,19,12,19,16,15,22,17,13,23,12,16,17,16,16,14,45,27,16,16,24,18,11
ENSMUSG00000022010,Tsc22d1,,2,0.7,2,,4,6,2,5,4,6,1,1,5,2,2,0.7,3,6,2,1,3,1,1,5,0.7,1,1,2,0.6,5,3,2,1,2
ENSMUSG00000022012,Enox1,2,0.7,1,,,23,29,,22,38,17,0.9,3,41,,1,0.6,17,29,3,,9,2,6,17,,1,0.6,7,,0.9,2,2,0.5,
ENSMUSG00000022013,Dnajc15,0.5,1,9,,,,,,,,,,0.5,,,,,0.5,,11,,,,,,,,0.9,,1,,,,,
ENSMUSG00000022014,Epsti1,16,0.8,0.5,1,2,,,2,,,,,,,2,0.9,1,,,,1,,,,,2,,2,1,4,,,0.8,,
ENSMUSG00000022015,Tnfsf11,13,,,2,,,,,,,,,,,,,,,,,,,,,,0.9,,2,0.6,3,,1,,,
ENSMUSG00000022016,Akap11,7,9,7,6,6,21,35,4,29,42,32,9,10,38,4,8,9,28,28,8,3,30,3,5,28,4,3,4,9,8,5,7,6,4,5
ENSMUSG00000022018,Rgcc,29,209,670,262,60,19,40,15,27,44,33,13,35,47,4,25,331,30,53,121,21,48,7,79,33,166,30,257,18,362,72,22,15,17,12
ENSMUSG00000022019,Tdrd3,1,1,0.6,,,2,0.7,1,0.7,2,1,2,0.8,1,,0.8,2,1,2,0.9,,1,0.9,1,0.7,0.5,2,0.6,7,3,2,2,0.5,2,2
ENSMUSG00000022020,Naa16,42,13,14,19,7,12,9,9,8,10,5,10,13,9,6,11,15,6,12,16,20,14,15,18,8,19,7,16,8,38,11,11,13,13,9
ENSMUSG00000022021,Diaph3,2,,,8,2,,0.5,1,,,,0.5,7,,1,2,0.6,,,3,,,,4,,10,2,0.6,1,5,2,0.6,0.7,2,
ENSMUSG00000022022,Mtrf1,5,4,8,3,4,5,6,4,7,7,6,5,4,7,2,3,4,7,5,5,3,4,3,4,7,2,5,4,2,1,6,4,4,2,3
ENSMUSG00000022023,Wbp4,7,6,5,4,4,6,6,2,5,6,7,6,7,6,4,2,5,4,9,5,3,5,8,9,6,3,8,5,17,4,8,8,5,5,7
ENSMUSG00000022024,Sugt1,1,1,2,0.9,,1,2,0.5,0.9,2,2,1,1,2,,,0.9,2,1,2,,1,1,1,2,,3,0.6,21,0.6,0.9,1,1,,0.5
ENSMUSG00000022025,Lect1,,,,3,,,,,,,,,,,,,,,,5,,,,,,,,,,,,0.8,,,
ENSMUSG00000022026,Olfm4,,,,87,34,,,942,,,,0.5,9,,21,535,0.7,,,1,,,,,,6,6,0.6,,3,12,0.6,2,53,11
ENSMUSG00000022032,Scara5,5,5,16,2,3,0.7,,0.9,,0.5,,3,4,0.9,0.8,2,4,0.6,,4,7,2,10,16,0.5,,6,8,3,1,15,43,8,3,2
ENSMUSG00000022033,Pbk,,,,2,,,,0.9,,,,,,,,0.9,,,,0.8,,,,,,2,0.5,,34,2,,,0.5,,
ENSMUSG00000022035,Ccdc25,0.8,,1,3,,1,2,3,2,1,2,4,7,1,5,3,,2,2,0.9,,,1,2,2,2,1,1,7,0.9,1,,1,0.9,
ENSMUSG00000022037,Clu,3,0.9,0.6,,,2,2,,4,2,3,5,0.9,2,,,0.7,3,2,0.9,,,,,4,0.7,,,,,,,,,
ENSMUSG00000022039,Adam2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,
ENSMUSG00000022040,Ephx2,9,35,296,9,47,5,13,396,7,14,11,38,106,12,1920,618,6,8,18,343,3,4,3,16,6,6,72,16,2,14,34,20,8,9,7
ENSMUSG00000022043,Trim35,36,104,31,58,7,56,85,11,71,125,90,61,21,102,1,9,61,66,79,78,11,85,13,36,77,37,12,10,46,47,57,40,48,24,11
ENSMUSG00000022044,Stmn4,,,,,,5,18,,11,12,23,,,10,,,,16,8,,,,,,19,,,,0.6,,,,,,
ENSMUSG00000022048,Dpysl2,,,,,,,0.5,,0.9,0.5,2,,,2,,,1,2,,,,,,,0.7,,,0.6,,,,,,,
ENSMUSG00000022051,Bnip3l,,,2,15,,,,,,,,,,,,,2,,,,,,,,0.7,14,,,,0.9,,,,,
ENSMUSG00000022052,Ppp2r2a,29,47,24,12,18,20,28,16,29,53,28,8,20,26,25,14,21,27,24,28,12,20,18,30,31,13,26,18,30,19,34,25,22,30,14
ENSMUSG00000022054,Nefm,,1,0.9,,,103,175,1,359,201,297,,15,110,1,1,,994,53,,3,7,15,,1795,,,,0.6,8,,7,,2,
ENSMUSG00000022055,Nefl,,3,0.7,,4,141,336,,478,304,466,,40,347,0.7,1,,1412,100,,,3,23,,2117,,,,,,0.5,12,,2,
ENSMUSG00000022056,Adam7,,,,,,,,,,,,612,,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000022057,Adamdec1,0.5,,,,15,,,38,,,,,,,,15,,,,,,,,,,3,15,,,,,,,,
ENSMUSG00000022064,Pibf1,41,10,13,8,8,12,11,5,11,8,10,13,11,12,7,6,13,8,13,15,6,13,7,14,9,10,3,6,13,12,12,10,15,8,7
ENSMUSG00000022066,Gm21685,47,204,263,44,32,77,105,36,93,89,92,179,80,86,18,16,45,121,73,88,129,74,197,44,122,19,59,157,113,31,130,79,56,60,120
ENSMUSG00000022070,Bora,12,1,2,18,8,2,2,6,1,0.5,0.9,4,0.9,0.5,2,12,2,1,1,6,4,3,3,12,1,17,3,0.9,23,15,2,2,3,3,4
ENSMUSG00000022074,Tnfrsf10b,5,3,7,0.9,10,,,5,,,,3,4,,5,7,3,1,,5,0.7,6,2,4,,1,6,0.9,1,2,3,4,9,3,2
ENSMUSG00000022075,Rhobtb2,1,0.5,0.7,,,5,10,,5,10,6,,3,4,,,0.6,4,7,,0.7,2,,0.7,2,0.6,0.5,,,1,0.7,0.5,2,0.9,
ENSMUSG00000022076,Klhl1,,,,,,0.6,0.9,,8,2,4,,,,,,,2,3,,,,,,1,,,,,,,,,,
ENSMUSG00000022085,Pebp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,
ENSMUSG00000022089,Bin3,34,12,7,16,13,7,6,10,6,6,5,9,9,8,16,10,13,6,7,12,6,10,17,22,6,19,12,12,47,13,11,12,14,17,12
ENSMUSG00000022090,Pdlim2,6,1,2,5,,,,4,,,,,,,5,2,6,,,0.7,1,,0.9,2,,8,3,1,,3,4,0.5,1,6,1
ENSMUSG00000022092,Ppp3cc,53,10,14,8,7,14,15,4,10,13,12,8,24,12,8,2,12,11,49,14,5,8,2,9,10,15,7,17,315,5,12,6,9,5,3
ENSMUSG00000022094,Slc39a14,,,,,,,,2,,,,,,,9,2,,,,,1,2,,,,,,,,,,,,,
ENSMUSG00000022095,Fam160b2,5,4,6,0.9,,6,8,3,6,6,5,1,4,5,5,3,3,4,4,4,1,3,2,6,6,4,3,7,6,2,6,5,3,5,4
ENSMUSG00000022096,Hr,,,0.7,4,,,,,,,,,0.8,,,,,,,,,0.7,,0.8,,,,,,,2,,,,
ENSMUSG00000022097,Sftpc,,,,,,,,,,,,,,,,,2516,,,,,,,,,,,,,,,,,,
ENSMUSG00000022098,Bmp1,,,,,,0.6,1,0.5,,0.5,0.6,,,1,1,,,0.5,,,,,,0.5,0.6,,,,,,,,,,
ENSMUSG00000022099,Dmtn,,0.8,2,76,0.9,5,47,,16,22,12,,1,23,,0.7,0.5,15,14,0.7,,4,,0.7,16,153,2,,,,0.6,2,0.7,1,
ENSMUSG00000022100,Xpo7,18,14,11,19,13,18,21,13,21,21,15,12,17,19,20,12,14,19,22,18,30,16,15,14,19,9,8,13,15,17,17,13,15,16,12
ENSMUSG00000022101,Fgf17,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000022103,Gfra2,4,0.7,,1,,0.7,5,,4,,2,,0.6,2,,,2,2,3,,,,,2,2,3,0.5,0.9,,,,,,,
ENSMUSG00000022105,Rb1,2,0.7,3,4,,3,2,3,1,2,2,1,3,2,,0.8,5,2,3,4,4,3,,4,3,9,,3,2,8,3,2,2,3,2
ENSMUSG00000022106,Rcbtb2,1,2,2,0.9,,0.9,2,2,2,1,1,0.8,1,2,,0.5,1,1,2,1,,1,,0.5,0.7,1,1,1,0.6,11,0.5,1,1,2,0.5
ENSMUSG00000022108,Itm2b,1071,1069,964,939,1335,1365,853,1238,875,662,829,11338,2687,1025,2853,955,1774,1007,1087,1103,581,2387,2046,1241,1113,776,1364,1120,502,696,971,1501,1212,1463,2140
ENSMUSG00000022109,Med4,35,20,19,22,13,27,27,17,24,37,28,37,26,32,14,16,28,33,30,22,21,25,24,37,31,26,19,12,84,32,22,21,24,27,16
ENSMUSG00000022110,Sucla2,3,6,116,4,4,11,9,10,13,9,13,2,5,13,13,19,3,18,9,5,3,3,8,6,17,2,6,7,129,7,16,3,2,3,5
ENSMUSG00000022111,Uchl3,57,17,30,40,43,19,41,24,35,36,34,18,102,42,21,31,14,38,21,24,44,13,22,53,36,36,104,39,426,40,91,23,31,121,21
ENSMUSG00000022112,Gpc5,,,,,,5,26,,36,34,27,2,,26,,,,34,20,,,2,,0.7,34,,,,,,,,,,
ENSMUSG00000022113,Trim52,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,85,,,,,,
ENSMUSG00000022114,Spry2,2,11,10,5,25,20,21,10,18,27,19,5,9,17,8,6,22,23,12,11,6,9,10,12,21,3,9,14,2,4,9,8,19,13,7
ENSMUSG00000022119,Rbm26,8,3,2,2,2,4,4,3,2,2,3,25,2,4,2,2,3,3,7,3,12,7,8,4,2,2,2,4,10,10,1,3,4,2,4
ENSMUSG00000022120,Rnf219,19,7,6,14,7,12,11,5,13,9,12,3,6,11,2,5,9,14,14,12,7,15,4,13,10,7,3,6,8,15,7,6,10,9,5
ENSMUSG00000022122,Ednrb,,0.6,,,,1,0.7,,1,0.5,1,,,,,,0.7,2,1,,,,,,2,,,,,,,,,,
ENSMUSG00000022123,Scel,,,0.9,0.9,4,,,,,0.9,0.5,4,6,,,,25,0.7,,,,,,84,0.9,,14,,,,60,0.9,0.5,43,
ENSMUSG00000022124,Fbxl3,0.8,1,1,3,7,2,2,3,0.9,2,2,0.5,1,2,6,2,2,2,0.6,0.9,2,1,0.8,3,2,1,1,2,,0.8,3,2,0.9,2,2
ENSMUSG00000022125,Cln5,4,6,4,4,7,2,2,3,2,2,2,4,4,1,10,8,4,3,,3,5,2,4,7,3,4,5,6,2,3,5,4,8,5,3
ENSMUSG00000022129,Dct,,,,,,,,,,,,,158,,,,,,2,0.6,,,,136,,0.5,,,,,,0.6,,,
ENSMUSG00000022130,Tgds,20,14,12,9,21,8,6,15,8,5,7,13,29,10,23,19,15,6,9,14,13,20,13,10,8,11,11,18,7,23,11,9,14,10,7
ENSMUSG00000022131,Gpr180,13,18,13,13,7,28,23,12,22,27,20,24,43,17,8,8,15,23,15,20,16,52,26,14,22,9,27,39,53,8,16,19,16,11,28
ENSMUSG00000022136,Dnajc3,157,83,99,56,60,54,43,147,57,40,44,238,98,55,181,131,128,56,42,105,1168,137,1032,85,62,73,85,474,42,125,71,84,102,66,358
ENSMUSG00000022139,Mbnl2,20,12,18,10,,51,43,7,47,40,31,9,9,29,8,4,14,40,26,9,13,27,15,9,39,5,7,14,,9,13,13,9,7,14
ENSMUSG00000022141,Nipbl,38,3,5,6,4,2,0.9,5,1,3,1,3,8,1,7,4,6,1,2,3,5,2,3,7,0.9,7,1,4,2,12,3,6,4,5,3
ENSMUSG00000022142,Nup155,1,1,0.5,,0.9,,,1,1,0.5,,0.6,0.6,0.6,,0.8,0.5,,,0.5,,0.9,1,,0.5,1,,1,3,0.8,0.7,0.9,0.5,0.8,0.5
ENSMUSG00000022146,Osmr,2,1,1,,,,,,,,,1,0.7,,,,2,,0.6,0.8,,0.9,,2,0.5,0.5,,,,0.5,0.9,4,2,2,0.5
ENSMUSG00000022148,Fyb,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
ENSMUSG00000022149,C9,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
ENSMUSG00000022150,Dab2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,
ENSMUSG00000022151,Ttc33,12,14,9,7,6,17,22,5,23,21,20,10,9,18,9,3,11,24,16,8,11,15,10,7,19,6,7,6,5,9,10,10,8,6,7
ENSMUSG00000022155,Mroh2b,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1250,,,,,,
ENSMUSG00000022157,Mcpt8,,,,65,,,,,,,,,,,,,,,,,,,,,,7,1,0.6,,,,,,,
ENSMUSG00000022159,Rab2b,22,19,16,2,,19,34,3,32,23,30,6,8,26,2,4,9,36,35,12,,13,5,4,33,3,7,4,8,9,7,10,11,3,4
ENSMUSG00000022160,Mettl3,49,27,13,21,28,33,24,18,23,32,24,21,26,24,12,20,28,22,31,30,27,27,33,27,18,28,15,28,15,30,22,31,28,20,37
ENSMUSG00000022174,Dad1,182,374,169,147,274,112,167,300,160,168,170,428,208,180,316,313,205,185,143,200,339,331,451,91,177,152,403,318,574,132,141,167,202,158,422
ENSMUSG00000022175,Lrp10,53,54,42,46,104,16,12,102,15,17,17,66,40,19,159,75,67,17,16,44,51,45,59,53,21,46,72,67,7,52,52,50,49,53,65
ENSMUSG00000022176,Rem2,,,,,,2,1,,2,25,2,,,5,,,0.5,0.9,2,,,6,,,0.5,,,,,,0.7,,,0.6,
ENSMUSG00000022177,Haus4,,,,0.9,,,,,,,,0.5,,,,,,,,,,,,,,0.5,,,8,0.6,,,,,
ENSMUSG00000022178,Ajuba,,3,,,,,,,,,,0.6,0.5,,,,1,,,0.7,1,,,2,,,,,2,,2,0.8,1,3,
ENSMUSG00000022179,4931414P19Rik,5,4,8,5,9,3,3,4,4,3,4,5,5,2,6,4,7,5,4,5,5,11,4,4,3,6,6,5,,6,6,6,11,6,5
ENSMUSG00000022180,Slc7a8,8,13,12,11,8,26,23,85,7,19,15,29,11,24,69,69,0.8,9,18,47,237,17,39,33,7,5,27,18,8,3,6,12,18,8,33
ENSMUSG00000022181,C6,28,9,1,2,4,,,3,,,,1,,,,2,22,,,2,,,0.7,5,,17,,1,,,,2,0.6,,1
ENSMUSG00000022184,Fbxo4,13,13,14,4,11,5,3,17,3,3,4,13,3,5,24,16,16,6,6,12,8,13,4,6,4,4,10,12,11,2,7,13,10,9,13
ENSMUSG00000022185,Acin1,36,24,12,19,13,26,36,10,42,34,29,14,10,39,4,18,10,27,45,39,7,33,17,19,26,19,15,11,7,61,18,13,35,21,7
ENSMUSG00000022186,Oxct1,13,16,60,18,35,46,36,30,38,42,45,15,68,31,78,35,17,44,44,23,13,17,14,26,51,13,92,52,4,9,61,28,18,26,36
ENSMUSG00000022191,Drosha,7,2,3,3,0.9,4,5,2,4,4,6,1,3,3,0.7,3,3,5,6,5,3,5,0.9,4,5,4,1,0.9,5,1,2,2,3,2,1
ENSMUSG00000022193,Psmb5,2,8,5,7,11,5,9,8,8,12,13,18,10,9,7,10,4,11,6,7,9,6,11,8,7,8,12,9,10,9,7,7,10,10,9
ENSMUSG00000022194,Pabpn1,1,3,,0.9,,0.6,2,0.5,3,1,2,5,,2,1,3,,3,2,6,1,1,2,0.5,2,0.5,,2,7,,1,0.8,2,2,2
ENSMUSG00000022195,6030458C11Rik,1,0.6,0.7,5,4,1,3,2,1,0.9,1,0.8,1,2,1,0.8,0.9,1,1,2,,0.7,2,1,1,6,5,0.6,1,3,0.9,1,2,1,2
ENSMUSG00000022200,Golph3,14,29,26,23,45,20,16,48,21,14,25,18,45,19,55,45,30,23,19,24,52,29,44,19,26,24,58,80,50,21,34,29,31,36,42
ENSMUSG00000022201,Zfr,32,18,17,9,6,22,34,7,29,22,29,10,16,29,5,6,15,22,28,20,9,24,9,18,30,9,5,7,37,12,14,16,10,8,12
ENSMUSG00000022203,Efs,,,,,,,,,,,,,,,,,,,,0.6,0.7,,0.6,0.7,0.6,,,0.9,,,,1,,,
ENSMUSG00000022204,Ngdn,17,7,9,7,6,8,6,14,5,9,7,9,8,6,8,9,10,9,11,10,4,10,8,7,6,10,8,10,17,10,4,13,12,11,8
ENSMUSG00000022205,Sub1,86,48,53,97,51,55,149,60,68,119,92,108,84,135,35,54,85,56,97,52,61,84,61,48,56,84,78,64,187,112,44,69,58,61,59
ENSMUSG00000022206,Npr3,,6,5,,2,0.6,0.6,,,,,,0.7,3,,,11,,0.6,5,0.7,0.7,,8,,,,,,,1,2,2,1,
ENSMUSG00000022208,Jph4,,0.6,,,,30,37,,15,34,21,,0.7,40,,,,12,17,1,,,,,15,,,,,,,,0.9,0.5,1
ENSMUSG00000022210,Dhrs4,1,0.7,2,0.9,,,0.7,,0.7,0.5,0.6,0.8,2,1,1,0.8,,1,,1,1,,2,1,1,2,1,2,4,2,2,0.6,1,1,2
ENSMUSG00000022211,Lrrc16b,2,2,0.6,,,23,13,,23,9,13,,2,15,,,,11,11,3,4,6,0.7,,12,,,0.6,,0.9,,0.6,1,,
ENSMUSG00000022212,Cpne6,,,,,,3,136,,87,74,57,,5,422,,,,64,353,,,,,,85,,,,,,,0.8,,,
ENSMUSG00000022214,Dcaf11,3,6,4,4,2,8,4,6,5,5,5,17,6,7,4,4,5,5,5,3,3,9,8,3,3,4,3,7,3,3,4,8,4,0.6,10
ENSMUSG00000022215,Fitm1,,,,5,,,,,,,,,5,,,,,,,,,1,,7,1,,,,,,25,,,,
ENSMUSG00000022216,Psme1,189,97,106,68,86,12,25,202,28,23,28,55,54,27,204,149,104,22,21,65,33,69,53,66,20,101,68,56,14,106,49,63,85,58,52
ENSMUSG00000022217,Emc9,9,11,20,4,2,15,15,12,24,16,22,9,80,14,12,20,7,30,14,8,12,12,11,15,25,10,11,9,6,2,19,10,4,10,12
ENSMUSG00000022218,Tgm1,15,,,0.9,3,,,,,,,,1,,,,0.9,,,0.6,0.7,,,34,,11,24,0.6,,1,103,,1,128,
ENSMUSG00000022219,Cideb,,,1,,,,0.6,9,1,0.7,0.6,,,0.5,16,9,,2,0.6,,,,,,1,,1,,,,,,0.7,,
ENSMUSG00000022220,Adcy4,7,3,14,2,0.9,1,2,2,2,3,3,2,3,2,0.5,0.9,42,3,2,4,7,1,0.8,2,3,2,3,2,,,8,4,5,3,3
ENSMUSG00000022221,Ripk3,,,,,,,,,,,,,,,,0.7,,,,,,,,,,0.5,,,,,,,,,
ENSMUSG00000022223,Sdr39u1,15,26,69,9,32,51,55,29,68,60,78,33,45,48,12,21,19,73,35,17,25,57,18,21,64,6,21,30,85,14,68,21,18,22,28
ENSMUSG00000022227,Mcpt1,0.8,,,,4,,,8,,,,,,,3,2,,,,,,,,,,,53,,,,,,,,
ENSMUSG00000022228,Zscan26,22,15,14,4,2,23,13,9,20,12,13,16,19,13,11,9,20,18,18,15,19,25,15,12,18,9,8,17,4,4,14,17,13,13,20
ENSMUSG00000022229,Atp12a,,,,,6,,,,,,,,,,,,,,,,,,53,15,,,,,,,,,,0.6,35
ENSMUSG00000022231,Sema5a,28,33,47,16,45,25,19,35,27,12,37,46,16,65,6,35,30,33,34,188,35,32,19,34,40,17,7,13,2,4,11,44,115,44,40
ENSMUSG00000022234,Cct5,86,84,63,93,129,55,60,77,84,72,83,75,69,82,35,78,71,93,54,104,117,73,122,53,75,118,64,69,303,114,82,90,113,102,97
ENSMUSG00000022235,Cmbl,,3,2,,0.9,2,2,10,2,0.5,0.8,,,0.9,13,11,,3,2,2,,,,0.5,2,,4,,4,,2,1,0.6,,1
ENSMUSG00000022236,Ropn1l,0.5,3,2,2,,0.9,1,,1,0.9,1,10,3,2,,0.5,5,0.5,0.6,4,4,4,4,0.5,1,0.5,3,5,4360,,0.7,3,2,2,5
ENSMUSG00000022237,Ankrd33b,3,1,2,9,,3,22,,1,22,2,0.8,20,16,,,29,0.6,19,0.9,1,,1,2,1,2,0.5,5,,3,9,0.7,2,1,2
ENSMUSG00000022240,Ctnnd2,,0.6,,,,13,10,,8,9,8,,0.6,10,,,0.9,6,12,,,5,,,5,,,,,,0.5,2,,1,
